"method","n_states","n_t","time","memory"
"cohort trace","27","852","1.03000000000003","9238832"
"cohort trace","27","864","1.06","9308816"
"cohort trace","27","876","1.01999999999998","9378800"
"cohort trace","27","888","1.05000000000001","9448784"
"cohort trace","27","900","1.02999999999997","9518768"
"cohort trace","27","912","1.10999999999996","9588752"
"cohort trace","27","924","1.42000000000002","9658736"
"cohort trace","27","936","1.34999999999997","9728720"
"cohort trace","27","948","1.34999999999997","9798704"
"cohort trace","27","960","1.39999999999998","9868688"
"cohort trace","27","972","1.31","9938672"
"cohort trace","27","984","1.41000000000003","10008656"
"cohort trace","27","996","1.33000000000004","10078640"
"cohort trace","27","1008","1.25","10148624"
"cohort trace","27","1020","1.21999999999997","10218608"
"cohort trace","27","1032","1.26999999999998","10288592"
"cohort trace","27","1044","1.41999999999996","10358576"
"cohort trace","27","1056","1.26999999999998","10428560"
"cohort trace","27","1068","1.23000000000002","10498544"
"cohort trace","27","1080","1.24000000000001","10568528"
"cohort trace","27","1092","1.27000000000004","10638512"
"cohort trace","27","1104","1.45999999999998","10708496"
"cohort trace","27","1116","1.51999999999998","10778480"
"cohort trace","27","1128","1.63","10848464"
"cohort trace","27","1140","1.56","10918448"
"cohort trace","27","1152","1.57999999999998","10988432"
"cohort trace","27","1164","1.66000000000003","11058416"
"cohort trace","27","1176","1.36000000000001","11128400"
"cohort trace","27","1188","1.63","11198384"
"cohort trace","27","1200","1.75999999999999","11268368"
"cohort trace","27","1212","1.67999999999995","11338352"
"cohort trace","27","1224","1.83999999999997","11408336"
"cohort trace","27","1236","2.19","11478320"
"cohort trace","27","1248","1.64999999999998","11548304"
"cohort trace","27","1260","1.75999999999999","11618288"
"cohort trace","27","1272","1.84000000000003","11688272"
"cohort trace","27","1284","1.91999999999996","11758256"
"cohort trace","27","1296","1.76999999999998","11828240"
"cohort trace","27","1308","1.82999999999993","11898224"
"cohort trace","27","1320","1.95000000000005","11968208"
"cohort trace","32","12","0.199999999999932","8512432"
"cohort trace","32","24","0.200000000000045","8610736"
"cohort trace","32","36","0.25","8709040"
"cohort trace","32","48","0.280000000000086","8807344"
"cohort trace","32","60","0.300000000000068","8905648"
"cohort trace","32","72","0.290000000000077","9003952"
"cohort trace","32","84","0.329999999999927","9102256"
"cohort trace","32","96","0.360000000000014","9200560"
"cohort trace","32","108","0.370000000000005","9298864"
"cohort trace","32","120","0.399999999999977","9397168"
"cohort trace","32","132","0.449999999999932","9495472"
"cohort trace","32","144","0.490000000000009","9593776"
"cohort trace","32","156","0.490000000000009","9692080"
"cohort trace","32","168","0.509999999999991","9790384"
"cohort trace","32","180","0.539999999999964","9888688"
"cohort trace","32","192","0.590000000000032","9986992"
"cohort trace","32","204","0.719999999999914","10085296"
"cohort trace","32","216","0.650000000000091","10183600"
"cohort trace","32","228","0.639999999999986","10281904"
"cohort trace","32","240","0.67999999999995","10380208"
"cohort trace","32","252","0.730000000000018","10478512"
"cohort trace","32","264","0.759999999999991","10576816"
"cohort trace","32","276","0.799999999999955","10675120"
"cohort trace","32","288","0.840000000000032","10773424"
"cohort trace","32","300","0.8900000000001","10871728"
"cohort trace","32","312","1.05999999999995","10970032"
"cohort trace","32","324","1","11068336"
"cohort trace","32","336","1.00999999999999","11166640"
"cohort trace","32","348","0.950000000000045","11264944"
"cohort trace","32","360","1.02999999999997","11363248"
"cohort trace","32","372","1.01999999999998","11461552"
"cohort trace","32","384","1.09000000000003","11559856"
"cohort trace","32","396","1.08000000000004","11658160"
"cohort trace","32","408","1.15999999999997","11756464"
"cohort trace","32","420","1.07999999999993","11854768"
"cohort trace","32","432","1.22000000000003","11953072"
"cohort trace","32","444","1.22000000000003","12051376"
"cohort trace","32","456","1.32999999999993","12149680"
"cohort trace","32","468","1.40999999999997","12247984"
"cohort trace","32","480","1.36000000000001","12346288"
"cohort trace","32","492","1.43999999999994","12444592"
"cohort trace","32","504","1.66000000000008","12542896"
"cohort trace","32","516","1.69000000000005","12641200"
"cohort trace","32","528","1.50999999999999","12739504"
"cohort trace","32","540","1.63999999999999","12837808"
"cohort trace","32","552","1.75","12936112"
"cohort trace","32","564","1.52999999999997","13034416"
"cohort trace","32","576","1.59999999999991","13132720"
"cohort trace","32","588","1.64999999999998","13231024"
"cohort trace","32","600","1.77999999999997","13329328"
"cohort trace","32","612","1.63","13427632"
"cohort trace","32","624","1.78999999999996","13525936"
"cohort trace","32","636","1.70000000000005","13624240"
"cohort trace","32","648","1.57999999999993","13722544"
"cohort trace","32","660","1.63","13820848"
"cohort trace","32","672","1.63999999999999","13919152"
"cohort trace","32","684","1.66000000000008","14017456"
"cohort trace","32","696","1.69999999999993","14115760"
"cohort trace","32","708","1.70000000000005","14214064"
"cohort trace","32","720","1.82000000000005","14312368"
"cohort trace","32","732","1.85000000000002","14410672"
"cohort trace","32","744","2.08000000000004","14508976"
"cohort trace","32","756","2.06000000000006","14607280"
"cohort trace","32","768","1.97000000000003","14705584"
"cohort trace","32","780","2.30999999999995","14803888"
"cohort trace","32","792","2.07999999999993","14902192"
"cohort trace","32","804","2.33000000000004","15000496"
"cohort trace","32","816","2.17999999999995","15098800"
"cohort trace","32","828","2.38999999999999","15197104"
"cohort trace","32","840","2.34000000000003","15295408"
"cohort trace","32","852","2.16999999999996","15393712"
"cohort trace","32","864","2.10000000000002","15492016"
"cohort trace","32","876","2.09999999999991","15590320"
"cohort trace","32","888","2.08000000000004","15688624"
"cohort trace","32","900","2.18999999999994","15786928"
"cohort trace","32","912","2.15999999999997","15885232"
"cohort trace","32","924","2.17999999999995","15983536"
"cohort trace","32","936","2.16999999999996","16081840"
"cohort trace","32","948","2.20999999999992","16180144"
"cohort trace","32","960","2.29999999999995","16278448"
"cohort trace","32","972","2.32000000000005","16376752"
"cohort trace","32","984","2.33000000000004","16475056"
"cohort trace","32","996","2.36000000000001","16573360"
"cohort trace","32","1008","2.38999999999999","16671664"
"cohort trace","32","1020","2.42999999999995","16769968"
"cohort trace","32","1032","2.40999999999997","16868272"
"cohort trace","32","1044","2.42000000000007","16966576"
"cohort trace","32","1056","2.5","17064880"
"cohort trace","32","1068","2.53000000000009","17163184"
"cohort trace","32","1080","2.5","17261488"
"cohort trace","32","1092","2.53000000000009","17359792"
"cohort trace","32","1104","2.55000000000007","17458096"
"cohort trace","32","1116","2.55999999999995","17556400"
"cohort trace","32","1128","2.66000000000008","17654704"
"cohort trace","32","1140","2.68000000000006","17753008"
"cohort trace","32","1152","2.63999999999999","17851312"
"cohort trace","32","1164","2.65999999999997","17949616"
"cohort trace","32","1176","2.72000000000003","18047920"
"cohort trace","32","1188","2.71999999999991","18146224"
"cohort trace","32","1200","2.73000000000002","18244528"
"cohort trace","32","1212","2.83000000000004","18342832"
"cohort trace","32","1224","2.90999999999997","18441136"
"cohort trace","32","1236","2.93000000000006","18539440"
"cohort trace","32","1248","2.94000000000005","18637744"
"cohort trace","32","1260","3.02999999999997","18736048"
"cohort trace","32","1272","3.00999999999999","18834352"
"cohort trace","32","1284","2.9799999999999","18932656"
"cohort trace","32","1296","3.03999999999996","19030960"
"cohort trace","32","1308","3.23000000000002","19129264"
"cohort trace","32","1320","3.08000000000004","19227568"
"cohort trace","37","12","0.300000000000068","15158512"
"cohort trace","37","24","0.330000000000041","15289936"
"cohort trace","37","36","0.370000000000005","15421360"
"cohort trace","37","48","0.449999999999932","15552784"
"cohort trace","37","60","0.470000000000027","15684208"
"cohort trace","37","72","0.509999999999991","15815632"
"cohort trace","37","84","0.549999999999955","15947056"
"cohort trace","37","96","0.600000000000023","16078480"
"cohort trace","37","108","0.659999999999968","16209904"
"cohort trace","37","120","0.719999999999914","16341328"
"cohort trace","37","132","0.75","16472752"
"cohort trace","37","144","0.819999999999936","16604176"
"cohort trace","37","156","0.840000000000032","16735600"
"cohort trace","37","168","0.870000000000005","16867024"
"cohort trace","37","180","0.909999999999968","16998448"
"cohort trace","37","192","1.00999999999999","17129872"
"cohort trace","37","204","1","17261296"
"cohort trace","37","216","1.06999999999994","17392720"
"cohort trace","37","228","1.11000000000001","17524144"
"cohort trace","37","240","1.1400000000001","17655568"
"cohort trace","37","252","1.20000000000005","17786992"
"cohort trace","37","264","1.32999999999993","17918416"
"cohort trace","37","276","1.32000000000005","18049840"
"cohort trace","37","288","1.38999999999999","18181264"
"cohort trace","37","300","1.40000000000009","18312688"
"cohort trace","37","312","1.44999999999993","18444112"
"cohort trace","37","324","1.49000000000001","18575536"
"cohort trace","37","336","1.52999999999997","18706960"
"cohort trace","37","348","1.57999999999993","18838384"
"cohort trace","37","360","1.65999999999997","18969808"
"cohort trace","37","372","1.73000000000002","19101232"
"cohort trace","37","384","1.75","19232656"
"cohort trace","37","396","1.81999999999994","19364080"
"cohort trace","37","408","1.84999999999991","19495504"
"cohort trace","37","420","1.83999999999992","19626928"
"cohort trace","37","432","1.88","19758352"
"cohort trace","37","444","1.93000000000006","19889776"
"cohort trace","37","456","1.96999999999991","20021200"
"cohort trace","37","468","2.02999999999997","20152624"
"cohort trace","37","480","2.07999999999993","20284048"
"cohort trace","37","492","2.13","20415472"
"cohort trace","37","504","2.17999999999995","20546896"
"cohort trace","37","516","2.20000000000005","20678320"
"cohort trace","37","528","2.26999999999998","20809744"
"cohort trace","37","540","2.40999999999985","20941168"
"cohort trace","37","552","2.44000000000005","21072592"
"cohort trace","37","564","2.45999999999981","21204016"
"cohort trace","37","576","2.51999999999998","21335440"
"cohort trace","37","588","2.57999999999993","21466864"
"cohort trace","37","600","2.61999999999989","21598288"
"cohort trace","37","612","2.65000000000009","21729712"
"cohort trace","37","624","2.69999999999982","21861136"
"cohort trace","37","636","2.76999999999998","21992560"
"cohort trace","37","648","2.79999999999995","22123984"
"cohort trace","37","660","2.86000000000013","22255408"
"cohort trace","37","672","2.91000000000008","22386832"
"cohort trace","37","684","2.94999999999982","22518256"
"cohort trace","37","696","3","22649680"
"cohort trace","37","708","3.03999999999996","22781104"
"cohort trace","37","720","3","22912528"
"cohort trace","37","732","3.26999999999998","23043952"
"cohort trace","37","744","4.01999999999998","23175376"
"cohort trace","37","756","3.97000000000003","23306800"
"cohort trace","37","768","3.93999999999983","23438224"
"cohort trace","37","780","4.05999999999995","23569648"
"cohort trace","37","792","3.6400000000001","23701072"
"cohort trace","37","804","3.66999999999985","23832496"
"cohort trace","37","816","3.74000000000001","23963920"
"cohort trace","37","828","3.75999999999999","24095344"
"cohort trace","37","840","3.70000000000005","24226768"
"cohort trace","37","852","3.77999999999997","24358192"
"cohort trace","37","864","3.81999999999994","24489616"
"cohort trace","37","876","3.95000000000005","24621040"
"cohort trace","37","888","3.99000000000001","24752464"
"cohort trace","37","900","4","24883888"
"cohort trace","37","912","4.1400000000001","25015312"
"cohort trace","37","924","4.06999999999994","25146736"
"cohort trace","37","936","4.18999999999983","25278160"
"cohort trace","37","948","4.24000000000001","25409584"
"cohort trace","37","960","4.30999999999995","25541008"
"cohort trace","37","972","4.33999999999992","25672432"
"cohort trace","37","984","4.33999999999992","25803856"
"cohort trace","37","996","4.46000000000004","25935280"
"cohort trace","37","1008","4.45000000000005","26066704"
"cohort trace","37","1020","4.51999999999998","26198128"
"cohort trace","37","1032","4.58000000000015","26329552"
"cohort trace","37","1044","4.72999999999979","26460976"
"cohort trace","37","1056","4.77999999999997","26592400"
"cohort trace","37","1068","4.71000000000004","26723824"
"cohort trace","37","1080","4.87999999999988","26855248"
"cohort trace","37","1092","4.83000000000015","26986672"
"cohort trace","37","1104","4.86000000000013","27118096"
"cohort trace","37","1116","5.11000000000013","27249520"
"cohort trace","37","1128","4.94000000000005","27380944"
"cohort trace","37","1140","5.09000000000015","27512368"
"cohort trace","37","1152","5.0300000000002","27643792"
"cohort trace","37","1164","5.15000000000009","27775216"
"cohort trace","37","1176","5.16999999999985","27906640"
"cohort trace","37","1188","5.25","28038064"
"cohort trace","37","1200","5.37000000000012","28169488"
"cohort trace","37","1212","5.3900000000001","28300912"
"cohort trace","37","1224","5.45999999999981","28432336"
"cohort trace","37","1236","5.5","28563760"
"cohort trace","37","1248","5.54999999999995","28695184"
"cohort trace","37","1260","5.68000000000006","28826608"
"cohort trace","37","1272","5.8599999999999","28958032"
"cohort trace","37","1284","5.6099999999999","29089456"
"cohort trace","37","1296","5.74000000000001","29220880"
"cohort trace","37","1308","5.94000000000005","29352304"
"cohort trace","37","1320","5.98000000000002","29483728"
"cohort trace","42","12","0.519999999999982","25106192"
"cohort trace","42","24","0.6099999999999","25275536"
"cohort trace","42","36","0.690000000000055","25444880"
"cohort trace","42","48","0.769999999999982","25614224"
"cohort trace","42","60","0.870000000000118","25783568"
"cohort trace","42","72","0.990000000000009","25952912"
"cohort trace","42","84","1.05999999999995","26122256"
"cohort trace","42","96","1.13999999999987","26291600"
"cohort trace","42","108","1.26999999999998","26460944"
"cohort trace","42","120","1.28999999999996","26630288"
"cohort trace","42","132","1.37999999999988","26799632"
"cohort trace","42","144","1.48000000000002","26968976"
"cohort trace","42","156","1.55999999999995","27138320"
"cohort trace","42","168","1.74000000000001","27307664"
"cohort trace","42","180","1.75999999999999","27477008"
"cohort trace","42","192","1.84000000000015","27646352"
"cohort trace","42","204","1.90000000000009","27815696"
"cohort trace","42","216","1.92999999999984","27985040"
"cohort trace","42","228","2.04999999999995","28154384"
"cohort trace","42","240","2.08999999999992","28323728"
"cohort trace","42","252","2.20000000000005","28493072"
"cohort trace","42","264","2.24000000000001","28662416"
"cohort trace","42","276","2.3900000000001","28831760"
"cohort trace","42","288","2.3900000000001","29001104"
"cohort trace","42","300","2.53999999999996","29170448"
"cohort trace","42","312","2.66000000000008","29339792"
"cohort trace","42","324","2.72000000000003","29509136"
"cohort trace","42","336","2.72999999999979","29678480"
"cohort trace","42","348","2.89999999999986","29847824"
"cohort trace","42","360","2.86999999999989","30017168"
"cohort trace","42","372","3.08999999999992","30186512"
"cohort trace","42","384","3.02999999999997","30355856"
"cohort trace","42","396","3.17999999999984","30525200"
"cohort trace","42","408","3.25","30694544"
"cohort trace","42","420","3.39999999999986","30863888"
"cohort trace","42","432","3.42000000000007","31033232"
"cohort trace","42","444","3.55999999999995","31202576"
"cohort trace","42","456","3.54999999999995","31371920"
"cohort trace","42","468","3.71000000000004","31541264"
"cohort trace","42","480","3.73000000000002","31710608"
"cohort trace","42","492","3.88999999999987","31879952"
"cohort trace","42","504","3.94000000000005","32049296"
"cohort trace","42","516","4.12999999999988","32218640"
"cohort trace","42","528","4.05999999999995","32387984"
"cohort trace","42","540","4.21000000000004","32557328"
"cohort trace","42","552","4.22000000000003","32726672"
"cohort trace","42","564","4.46000000000004","32896016"
"cohort trace","42","576","4.46000000000004","33065360"
"cohort trace","42","588","4.52999999999997","33234704"
"cohort trace","42","600","4.54999999999995","33404048"
"cohort trace","42","612","4.75","33573392"
"cohort trace","42","624","4.72000000000003","33742736"
"cohort trace","42","636","4.83999999999992","33912080"
"cohort trace","42","648","4.93999999999983","34081424"
"cohort trace","42","660","5.0300000000002","34250768"
"cohort trace","42","672","5.1400000000001","34420112"
"cohort trace","42","684","5.23000000000002","34589456"
"cohort trace","42","696","5.2800000000002","34758800"
"cohort trace","42","708","5.27999999999997","34928144"
"cohort trace","42","720","5.44000000000005","35097488"
"cohort trace","42","732","5.46000000000004","35266832"
"cohort trace","42","744","5.63999999999987","35436176"
"cohort trace","42","756","5.75","35605520"
"cohort trace","42","768","5.75","35774864"
"cohort trace","42","780","5.76999999999998","35944208"
"cohort trace","42","792","5.83999999999992","36113552"
"cohort trace","42","804","5.96000000000004","36282896"
"cohort trace","42","816","6.18000000000006","36452240"
"cohort trace","42","828","6.16999999999985","36621584"
"cohort trace","42","840","6.26999999999998","36790928"
"cohort trace","42","852","6.30999999999995","36960272"
"cohort trace","42","864","6.44000000000005","37129616"
"cohort trace","42","876","6.51000000000022","37298960"
"cohort trace","42","888","6.60000000000036","37468304"
"cohort trace","42","900","6.63000000000011","37637648"
"cohort trace","42","912","6.69999999999982","37806992"
"cohort trace","42","924","6.77999999999975","37976336"
"cohort trace","42","936","6.94999999999982","38145680"
"cohort trace","42","948","6.94000000000005","38315024"
"cohort trace","42","960","7.19000000000005","38484368"
"cohort trace","42","972","6.67000000000007","38653712"
"cohort trace","42","984","6.67000000000007","38823056"
"cohort trace","42","996","6.7800000000002","38992400"
"cohort trace","42","1008","6.94999999999982","39161744"
"cohort trace","42","1020","7.00999999999976","39331088"
"cohort trace","42","1032","7.19000000000005","39500432"
"cohort trace","42","1044","7.2800000000002","39669776"
"cohort trace","42","1056","7.38000000000011","39839120"
"cohort trace","42","1068","7.46000000000004","40008464"
"cohort trace","42","1080","7.48000000000002","40177808"
"cohort trace","42","1092","7.67000000000007","40347152"
"cohort trace","42","1104","7.48999999999978","40516496"
"cohort trace","42","1116","7.76999999999998","40685840"
"cohort trace","42","1128","7.73000000000002","40855184"
"cohort trace","42","1140","7.71000000000004","41024528"
"cohort trace","42","1152","7.73999999999978","41193872"
"cohort trace","42","1164","7.87000000000035","41363216"
"cohort trace","42","1176","7.92000000000007","41532560"
"cohort trace","42","1188","8.2199999999998","41701904"
"cohort trace","42","1200","8.30999999999995","41871248"
"cohort trace","42","1212","8.42000000000007","42040592"
"cohort trace","42","1224","8.33999999999969","42209936"
"cohort trace","42","1236","8.58000000000038","42379280"
"cohort trace","42","1248","8.67000000000007","42548624"
"cohort trace","42","1260","8.51000000000022","42717968"
"cohort trace","42","1272","8.80999999999995","42887312"
"cohort trace","42","1284","8.85999999999967","43056656"
"cohort trace","42","1296","9","43226000"
"cohort trace","42","1308","8.75","43395344"
"cohort trace","42","1320","8.9699999999998","43564688"
"cohort trace","47","12","0.710000000000036","39303472"
"cohort trace","47","24","0.840000000000146","39515536"
"cohort trace","47","36","0.9699999999998","39727600"
"cohort trace","47","48","1.09000000000015","39939664"
"cohort trace","47","60","1.22000000000025","40151728"
"cohort trace","47","72","1.34000000000015","40363792"
"cohort trace","47","84","1.44000000000005","40575856"
"cohort trace","47","96","1.58999999999969","40787920"
"cohort trace","47","108","1.65999999999985","40999984"
"cohort trace","47","120","1.88000000000011","41212048"
"cohort trace","47","132","1.94999999999982","41424112"
"cohort trace","47","144","2.11999999999989","41636176"
"cohort trace","47","156","2.17999999999984","41848240"
"cohort trace","47","168","2.39000000000033","42060304"
"cohort trace","47","180","2.44000000000005","42272368"
"cohort trace","47","192","2.64000000000033","42484432"
"cohort trace","47","204","2.69000000000005","42696496"
"cohort trace","47","216","2.88000000000011","42908560"
"cohort trace","47","228","3","43120624"
"cohort trace","47","240","3.07999999999993","43332688"
"cohort trace","47","252","3.21000000000004","43544752"
"cohort trace","47","264","3.38999999999987","43756816"
"cohort trace","47","276","3.44999999999982","43968880"
"cohort trace","47","288","3.57999999999993","44180944"
"cohort trace","47","300","3.75","44393008"
"cohort trace","47","312","3.82999999999993","44605072"
"cohort trace","47","324","3.9699999999998","44817136"
"cohort trace","47","336","4.11999999999989","45029200"
"cohort trace","47","348","4.17000000000007","45241264"
"cohort trace","47","360","4.36000000000013","45453328"
"cohort trace","47","372","4.5","45665392"
"cohort trace","47","384","4.42999999999984","45877456"
"cohort trace","47","396","4.73000000000002","46089520"
"cohort trace","47","408","4.87000000000035","46301584"
"cohort trace","47","420","4.98999999999978","46513648"
"cohort trace","47","432","4.92000000000007","46725712"
"cohort trace","47","444","5.25","46937776"
"cohort trace","47","456","5.15000000000009","47149840"
"cohort trace","47","468","5.30999999999995","47361904"
"cohort trace","47","480","5.61000000000013","47573968"
"cohort trace","47","492","5.64000000000033","47786032"
"cohort trace","47","504","5.69999999999982","47998096"
"cohort trace","47","516","5.90999999999985","48210160"
"cohort trace","47","528","6.13000000000011","48422224"
"cohort trace","47","540","6.00999999999976","48634288"
"cohort trace","47","552","6.33000000000038","48846352"
"cohort trace","47","564","6.30000000000018","49058416"
"cohort trace","47","576","6.52999999999975","49270480"
"cohort trace","47","588","6.67000000000007","49482544"
"cohort trace","47","600","6.59000000000015","49694608"
"cohort trace","47","612","6.7800000000002","49906672"
"cohort trace","47","624","6.84999999999991","50118736"
"cohort trace","47","636","7.22000000000025","50330800"
"cohort trace","47","648","7.19000000000005","50542864"
"cohort trace","47","660","7.40000000000009","50754928"
"cohort trace","47","672","7.34000000000015","50966992"
"cohort trace","47","684","7.69999999999982","51179056"
"cohort trace","47","696","7.67000000000007","51391120"
"cohort trace","47","708","7.84000000000015","51603184"
"cohort trace","47","720","7.92000000000007","51815248"
"cohort trace","47","732","8.13999999999987","52027312"
"cohort trace","47","744","8.23999999999978","52239376"
"cohort trace","47","756","8.2800000000002","52451440"
"cohort trace","47","768","8.53999999999996","52663504"
"cohort trace","47","780","8.70000000000027","52875568"
"cohort trace","47","792","8.79999999999973","53087632"
"cohort trace","47","804","8.65000000000009","53299696"
"cohort trace","47","816","9.05000000000018","53511760"
"cohort trace","47","828","9.20000000000027","53723824"
"cohort trace","47","840","9.02999999999975","53935888"
"cohort trace","47","852","9.22000000000025","54147952"
"cohort trace","47","864","9.55000000000018","54360016"
"cohort trace","47","876","9.41000000000031","54572080"
"cohort trace","47","888","9.53999999999996","54784144"
"cohort trace","47","900","9.90999999999985","54996208"
"cohort trace","47","912","9.87999999999965","55208272"
"cohort trace","47","924","10.27","55420336"
"cohort trace","47","936","10.3600000000001","55632400"
"cohort trace","47","948","10.3600000000001","55844464"
"cohort trace","47","960","10.5799999999999","56056528"
"cohort trace","47","972","10.6900000000001","56268592"
"cohort trace","47","984","10.6400000000003","56480656"
"cohort trace","47","996","11.02","56692720"
"cohort trace","47","1008","11.0299999999997","56904784"
"cohort trace","47","1020","11.1700000000001","57116848"
"cohort trace","47","1032","11.3000000000002","57328912"
"cohort trace","47","1044","11.2799999999997","57540976"
"cohort trace","47","1056","11.5599999999999","57753040"
"cohort trace","47","1068","11.5700000000002","57965104"
"cohort trace","47","1080","11.7000000000003","58177168"
"cohort trace","47","1092","12.0299999999997","58389232"
"cohort trace","47","1104","11.9200000000001","58601296"
"cohort trace","47","1116","12.1100000000001","58813360"
"cohort trace","47","1128","12.3400000000001","59025424"
"cohort trace","47","1140","12.3600000000001","59237488"
"cohort trace","47","1152","12.5799999999999","59449552"
"cohort trace","47","1164","14.1300000000001","59661616"
"cohort trace","47","1176","12.96","59873680"
"cohort trace","47","1188","13.1399999999999","60085744"
"cohort trace","47","1200","13.2799999999997","60297808"
"cohort trace","47","1212","13.4000000000001","60509872"
"cohort trace","47","1224","13.8000000000002","60721936"
"cohort trace","47","1236","13.9899999999998","60934000"
"cohort trace","47","1248","13.9799999999996","61146064"
"cohort trace","47","1260","14.2300000000005","61358128"
"cohort trace","47","1272","14.25","61570192"
"cohort trace","47","1284","14.2799999999997","61782256"
"cohort trace","47","1296","14.2799999999997","61994320"
"cohort trace","47","1308","14.4899999999998","62206384"
"cohort trace","47","1320","14.4499999999998","62418448"
"cohort trace","52","12","1.13000000000011","58818352"
"cohort trace","52","24","1.22999999999956","59077936"
"cohort trace","52","36","1.46000000000004","59337520"
"cohort trace","52","48","1.60999999999967","59597104"
"cohort trace","52","60","1.85000000000036","59856688"
"cohort trace","52","72","1.98000000000047","60116272"
"cohort trace","52","84","2.1899999999996","60375856"
"cohort trace","52","96","2.40999999999985","60635440"
"cohort trace","52","108","2.60999999999967","60895024"
"cohort trace","52","120","2.90999999999985","61154608"
"cohort trace","52","132","3.06999999999971","61414192"
"cohort trace","52","144","3","61673776"
"cohort trace","52","156","3.14999999999964","61933360"
"cohort trace","52","168","3.48000000000047","62192944"
"cohort trace","52","180","3.69999999999982","62452528"
"cohort trace","52","192","3.85999999999967","62712112"
"cohort trace","52","204","4","62971696"
"cohort trace","52","216","4.27000000000044","63231280"
"cohort trace","52","228","4.28999999999996","63490864"
"cohort trace","52","240","4.55000000000018","63750448"
"cohort trace","52","252","4.81999999999971","64010032"
"cohort trace","52","264","4.96000000000004","64269616"
"cohort trace","52","276","5.1899999999996","64529200"
"cohort trace","52","288","5.1899999999996","64788784"
"cohort trace","52","300","5.40999999999985","65048368"
"cohort trace","52","312","5.55000000000018","65307952"
"cohort trace","52","324","5.78999999999996","65567536"
"cohort trace","52","336","5.90999999999985","65827120"
"cohort trace","52","348","6.11999999999989","66086704"
"cohort trace","52","360","6.30000000000018","66346288"
"cohort trace","52","372","6.55000000000018","66605872"
"cohort trace","52","384","6.78999999999996","66865456"
"cohort trace","52","396","6.98000000000047","67125040"
"cohort trace","52","408","7.17000000000007","67384624"
"cohort trace","52","420","7.29999999999927","67644208"
"cohort trace","52","432","7.57999999999993","67903792"
"cohort trace","52","444","7.74000000000069","68163376"
"cohort trace","52","456","7.94999999999982","68422960"
"cohort trace","52","468","8.01000000000022","68682544"
"cohort trace","52","480","8.23000000000047","68942128"
"cohort trace","52","492","8.26000000000022","69201712"
"cohort trace","52","504","8.46000000000004","69461296"
"cohort trace","52","516","8.88000000000011","69720880"
"cohort trace","52","528","9.0600000000004","69980464"
"cohort trace","52","540","9.21000000000004","70240048"
"cohort trace","52","552","9.39999999999964","70499632"
"cohort trace","52","564","9.63000000000011","70759216"
"cohort trace","52","576","9.84000000000015","71018800"
"cohort trace","52","588","9.67000000000007","71278384"
"cohort trace","52","600","10.1599999999999","71537968"
"cohort trace","52","612","10.3300000000008","71797552"
"cohort trace","52","624","10.2299999999996","72057136"
"cohort trace","52","636","10.7200000000003","72316720"
"cohort trace","52","648","10.9300000000003","72576304"
"cohort trace","52","660","11","72835888"
"cohort trace","52","672","10.9799999999996","73095472"
"cohort trace","52","684","11.2999999999993","73355056"
"cohort trace","52","696","11.6499999999996","73614640"
"cohort trace","52","708","11.9400000000005","73874224"
"cohort trace","52","720","11.71","74133808"
"cohort trace","52","732","12.2200000000003","74393392"
"cohort trace","52","744","12.3499999999995","74652976"
"cohort trace","52","756","12.5","74912560"
"cohort trace","52","768","12.8299999999999","75172144"
"cohort trace","52","780","12.9399999999996","75431728"
"cohort trace","52","792","12.9399999999996","75691312"
"cohort trace","52","804","13.3200000000006","75950896"
"cohort trace","52","816","13.54","76210480"
"cohort trace","52","828","13.3900000000003","76470064"
"cohort trace","52","840","13.7399999999998","76729648"
"cohort trace","52","852","13.7700000000004","76989232"
"cohort trace","52","864","14.29","77248816"
"cohort trace","52","876","14.46","77508400"
"cohort trace","52","888","14.7200000000003","77767984"
"cohort trace","52","900","14.7799999999997","78027568"
"cohort trace","52","912","15.0799999999999","78287152"
"cohort trace","52","924","15.1099999999997","78546736"
"cohort trace","52","936","14.9299999999994","78806320"
"cohort trace","52","948","15.1600000000008","79065904"
"cohort trace","52","960","15.6500000000005","79325488"
"cohort trace","52","972","15.6400000000003","79585072"
"cohort trace","52","984","15.7600000000002","79844656"
"cohort trace","52","996","15.8699999999999","80104240"
"cohort trace","52","1008","16.0200000000004","80363824"
"cohort trace","52","1020","16.6099999999997","80623408"
"cohort trace","52","1032","16.75","80882992"
"cohort trace","52","1044","17.1000000000004","81142576"
"cohort trace","52","1056","17.2700000000004","81402160"
"cohort trace","52","1068","16.9899999999998","81661744"
"cohort trace","52","1080","17.2399999999998","81921328"
"cohort trace","52","1092","17.4899999999998","82180912"
"cohort trace","52","1104","17.79","82440496"
"cohort trace","52","1116","18.0199999999995","82700080"
"cohort trace","52","1128","18.5799999999999","82959664"
"cohort trace","52","1140","18.1999999999998","83219248"
"cohort trace","52","1152","18.71","83478832"
"cohort trace","52","1164","18.5699999999997","83738416"
"cohort trace","52","1176","19.0999999999995","83998000"
"cohort trace","52","1188","19.5500000000002","84257584"
"cohort trace","52","1200","19.4499999999998","84517168"
"cohort trace","52","1212","19.7199999999993","84776752"
"cohort trace","52","1224","19.3899999999994","85036336"
"cohort trace","52","1236","19.9200000000001","85295920"
"cohort trace","52","1248","20.1199999999999","85555504"
"cohort trace","52","1260","20.25","85815088"
